258,644
851,865
525,23
744,431
268,764
33,987
541,691
66,633
594,437
478,202
673,76
496,702
380,371
640,678
412,81
927,399
120,28
400,459
754,222
211,961
870,570
576,311
746,282
873,155
775,701
902,438
844,959
338,427
287,264
677,185
740,813
491,136
852,760
306,43
508,547
266,574
654,277
986,436
876,470
639,546
321,113
514,229
290,610
126,838
373,878
499,283
300,199
38,942
89,233
643,910
200,132
85,951
964,130
125,186
950,984
27,37
933,368
736,981
543,990
992,784
479,349
342,666
255,592
976,194
116,641
638,534
256,398
25,74
978,991
473,637
782,122
973,769
655,193
934,580
615,918
715,225
374,794
241,872
515,874
879,985
430,557
767,254
446,717
657,369
810,355
17,360
653,684
888,685
184,768
645,683
160,328
916,424
866,389
396,487
921,630
54,885
542,115
781,909
892,696
668,476
